tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag
13,19.85,252.0,119.10000000000001,1,0.9765549312148808,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12-24m,0
34,97.65,3207.55,585.9000000000001,5,0.9661004186620884,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
26,19.8,457.3,237.60000000000002,1,0.8883061383061382,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0
72,65.25,4478.85,1566.0,7,0.953352490421456,0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0
59,83.25,4949.1,499.5,5,1.0076042143838755,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
43,92.55,4039.0,555.3,5,1.0149133717789252,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0
29,100.55,2830.45,1206.6,7,0.9706785095766388,0,Male,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),24m+,0
55,79.4,4238.45,476.40000000000003,4,0.9705633157774215,0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,24m+,0
32,20.35,707.5,244.20000000000002,1,1.0864557739557739,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0
20,44.35,927.15,266.1,2,1.0452649379932355,1,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,0
64,100.05,6254.2,1200.6,6,0.9767303848075962,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,1
47,95.2,4563.0,1142.4,5,1.019801537636331,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
66,25.15,1683.6,603.5999999999999,2,1.0142779685523224,0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0
40,64.1,2460.35,384.59999999999997,5,0.9595748829953198,0,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0
1,50.1,50.1,300.6,3,1.0,1,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0
64,54.6,3423.5,1310.4,5,0.9797103937728937,0,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
20,107.05,2172.05,642.3,7,1.0145025688930407,0,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,12-24m,0
3,63.6,155.65,381.6,5,0.8157756813417191,0,Female,0,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0-6m,1
65,79.4,5071.9,1905.6000000000001,7,0.982735903894594,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
50,108.75,5431.9,652.5,8,0.9989701149425286,1,Female,1,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24m+,0
72,20.1,1460.85,482.40000000000003,1,1.009432006633499,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
72,98.2,7015.9,2356.8,7,0.9922918081013803,0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24m+,0
72,107.45,7576.7,2578.8,8,0.9793573238198644,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0
70,104.3,7188.5,2503.2,7,0.9845911518970004,0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
26,44.45,1183.8,266.70000000000005,4,1.0243142684087565,0,Female,0,No,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0
21,75.3,1570.7,451.79999999999995,3,0.9932966546512364,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,12-24m,0
13,19.95,257.0,239.39999999999998,1,0.990938885675728,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,12-24m,0
51,86.35,4267.15,1036.1999999999998,4,0.9689589790751275,1,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,24m+,0
4,49.4,184.4,296.4,3,0.9331983805668017,1,Male,0,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1
23,34.6,813.45,830.4000000000001,3,1.022178939432018,0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,12-24m,0
72,49.2,3580.95,1180.8000000000002,5,1.0108824525745257,1,Female,0,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,24m+,0
71,19.6,1387.45,470.40000000000003,1,0.9970178212129922,0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24m+,0
69,106.4,7251.9,1276.8000000000002,7,0.987781954887218,0,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
68,70.95,4741.45,1702.8000000000002,6,0.9827654106039878,1,Male,0,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),24m+,0
35,21.1,741.0,253.20000000000002,1,1.0033852403520649,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24m+,0
68,70.9,4911.35,1701.6000000000001,7,1.018698664232971,0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),24m+,0
44,68.85,2958.95,413.09999999999997,2,0.9767445698818248,1,Male,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),24m+,0
18,39.05,669.85,234.29999999999998,3,0.9529805093185375,1,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,12-24m,1
6,55.15,322.9,330.9,4,0.975823511634935,1,Female,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,0-6m,0
49,90.85,4515.85,545.0999999999999,5,1.014421618950277,1,Female,1,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24m+,1
71,85.45,6300.85,1025.4,8,1.038553144495999,0,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,24m+,0
70,114.75,7842.3,2754.0,9,0.9763211951447246,0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
13,18.8,251.25,112.80000000000001,1,1.0280278232405893,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0
49,90.05,4547.25,540.3,5,1.0305499212455667,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),24m+,1
9,75.2,633.85,451.20000000000005,3,0.936539598108747,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),6-12m,0
14,18.8,255.55,451.20000000000005,1,0.9709346504559271,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0
53,98.6,5311.85,1183.1999999999998,7,1.0164663783535537,1,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,24m+,0
36,53.65,1939.35,643.8,4,1.004116185150668,1,Male,0,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,24m+,0
23,86.8,1975.85,520.8,4,0.9897064716489682,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,12-24m,0
58,61.05,3478.75,732.5999999999999,5,0.982447965206586,0,Female,0,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),24m+,0
49,106.65,5168.1,1279.8000000000002,7,0.988949166164356,0,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
72,19.3,1414.8,463.20000000000005,1,1.0181347150259066,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
18,84.95,1443.65,509.70000000000005,4,0.944117454711922,1,Female,1,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,12-24m,0
10,100.6,1060.2,603.5999999999999,6,1.0538767395626243,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1
21,69.1,1474.75,414.59999999999997,2,1.0162979808421198,1,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1
55,85.1,4600.95,510.59999999999997,5,0.98300395256917,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,24m+,0
72,63.7,4464.8,1528.8000000000002,7,0.9734868306296877,0,Male,0,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
49,94.8,4690.65,2275.2,5,1.0097842934642212,1,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,24m+,0
38,66.15,2522.4,396.90000000000003,6,1.0034610335362215,1,Female,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0
8,56.3,401.5,337.79999999999995,4,0.8914298401420959,0,Female,0,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),6-12m,0
72,90.35,6563.4,2168.3999999999996,6,1.0089466888028038,0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),24m+,0
31,86.55,2697.4,519.3,4,1.005348390823876,1,Female,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,1
55,77.75,4458.15,466.5,4,1.0425372698041508,1,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,24m+,1
7,20.35,150.6,122.10000000000001,1,1.0572130572130571,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6-12m,0
18,20.05,358.5,120.30000000000001,1,0.9933499584372402,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,12-24m,0
71,95.75,6849.4,2298.0,6,1.0075239951458095,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),24m+,0
67,79.7,5293.4,1912.8000000000002,7,0.9912919717597706,1,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24m+,1
50,75.7,3876.2,908.4000000000001,6,1.0240951122853368,1,Female,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),24m+,0
1,75.05,75.05,450.29999999999995,3,1.0,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1
2,74.75,144.8,448.5,3,0.9685618729096991,1,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0
70,79.25,5731.85,1902.0,8,1.033231185218567,0,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24m+,0
72,54.2,3937.45,1300.8000000000002,5,1.0089816523165231,1,Female,0,Yes,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,24m+,1
3,97.9,315.3,587.4000000000001,6,1.0735444330949948,0,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1
24,34.25,828.2,205.5,3,1.0075425790754258,0,Male,1,Yes,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,12-24m,0
18,74.15,1345.75,444.90000000000003,3,1.008279014010639,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,0
3,23.6,89.05,141.60000000000002,2,1.2577683615819206,0,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0
62,110.75,7053.35,1329.0,8,1.027211825529746,0,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,0
38,99.25,3777.15,595.5,6,1.0014980776879225,1,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1
2,69.65,145.15,417.90000000000003,2,1.0419956927494616,1,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1
72,78.95,5730.15,1894.8000000000002,7,1.0080483428330165,0,Female,0,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0
51,56.4,2928.5,676.8,5,1.0181129189264357,1,Female,0,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0
8,76.15,645.8,1827.6000000000001,7,1.0600787918581744,0,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),6-12m,0
3,19.1,52.0,458.40000000000003,1,0.9075043630017451,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-6m,0
54,97.2,5129.45,2332.8,6,0.9772614692882182,1,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
6,20.1,100.35,482.40000000000003,1,0.8320895522388059,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-6m,0
7,93.85,635.6,563.0999999999999,5,0.9675013319126267,1,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1
16,74.45,1261.35,446.70000000000005,3,1.0588901947615847,1,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,0
69,105.4,6998.95,2529.6000000000004,7,0.962372466518164,0,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0
4,80.8,332.45,484.79999999999995,4,1.0286200495049505,0,Male,0,No,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0-6m,1
41,86.2,3339.05,1034.4,5,0.9447824118612416,0,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),24m+,0
11,74.95,825.7,449.70000000000005,3,1.0015161622900115,1,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,1
72,106.1,7548.6,2546.3999999999996,8,0.9881401193842287,0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),24m+,0
3,98.7,293.65,592.2,6,0.9917257683215128,0,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0-6m,1
10,60.2,563.5,361.20000000000005,4,0.936046511627907,1,Male,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,6-12m,0
1,19.45,19.45,116.69999999999999,1,1.0,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
9,79.9,741.7,479.40000000000003,4,1.031428174106522,1,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,6-12m,1
62,101.15,6638.35,2427.6000000000004,6,1.0585285347535598,1,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
12,33.6,435.45,403.20000000000005,3,1.0799851190476188,0,Female,0,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,6-12m,0
72,25.75,1864.2,618.0,2,1.0055016181229774,0,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24m+,0
9,74.75,706.6,448.5,3,1.050315867707172,1,Female,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,6-12m,1
11,74.95,815.5,449.70000000000005,3,0.9891442780035175,1,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,6-12m,1
69,104.05,7262.0,1248.6,7,1.0114980952579933,0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1
15,74.9,1107.25,449.40000000000003,3,0.9855362705829995,1,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,1
72,73.0,5265.2,1752.0,7,1.0017503805175039,0,Female,0,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),24m+,0
6,19.55,124.45,469.20000000000005,1,1.0609548167092924,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0-6m,0
4,65.55,237.2,393.29999999999995,5,0.9046529366895499,0,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0-6m,0
57,19.75,1272.05,474.0,1,1.1299578059071729,0,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
57,79.75,4438.2,1914.0,7,0.9763405378650387,1,Male,1,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),24m+,0
12,24.95,280.4,299.4,2,0.9365397461589846,0,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),6-12m,0
68,64.1,4326.25,1538.3999999999999,5,0.9925323483527578,0,Female,0,Yes,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),24m+,0
71,25.0,1753.0,600.0,2,0.9876056338028169,0,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24m+,0
17,19.15,343.45,459.59999999999997,1,1.0549838734449395,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0
1,44.7,44.7,268.20000000000005,2,1.0,1,Male,0,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0-6m,1
13,35.4,450.4,849.5999999999999,3,0.9787049109083007,0,Female,0,No,No,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,12-24m,0
5,49.2,216.9,295.20000000000005,3,0.8817073170731707,0,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0-6m,1
25,40.65,970.55,487.79999999999995,3,0.9550307503075031,1,Male,0,No,Yes,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),24m+,0
16,20.25,327.45,121.5,1,1.0106481481481482,0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),12-24m,1
1,46.2,46.2,277.20000000000005,2,1.0,1,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0-6m,1
34,30.4,938.65,364.79999999999995,2,0.9081366099071208,1,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),24m+,0
13,72.8,930.05,436.79999999999995,7,0.9827240067624683,0,Male,0,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,12-24m,0
53,103.85,5485.5,623.0999999999999,7,0.9966297544535389,1,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1
12,91.3,1094.5,547.8,5,0.9989959839357431,1,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,6-12m,1
4,50.95,207.35,305.70000000000005,4,1.0174190382728163,1,Male,1,No,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0-6m,0
69,90.65,6322.1,2175.6000000000004,9,1.0107516567143897,0,Male,0,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,24m+,0
1,19.5,19.5,117.0,1,1.0,0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,1
