tenure,MonthlyCharges,TotalCharges,CLV,services_count,monthly_to_total_ratio,internet_no_tech_support,tenure_bucket_ord,is_auto_pay,is_long_contract,streaming_services,support_services,senior_fiber_optic,charges_per_month_of_tenure,high_charge_to_clv_ratio,tenure_years,per_service_charge,is_fiber_optic,has_streaming_any,has_support_any,has_multiple_lines_yes,is_electronic_check,paperless_autopay,family_bundle,early_tenure_flag,high_monthly_charge,tenure_remaining,tenure_fraction_complete,remaining_value,remaining_value_ratio,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_bucket,ChurnFlag,CLV_quartile
1,70.45,70.45,422.7000000000001,2,1.0,1,0,0,0,0,0,0,70.45,1,0.0833333333333333,35.225,1,0,0,0,0,0,1,1,1,5,0.1666666666666666,352.25000000000006,0.8333333333333334,Male,0,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1,Medium
1,70.3,70.3,421.7999999999999,2,1.0,1,0,0,0,0,0,0,70.3,1,0.0833333333333333,35.15,1,0,0,0,1,0,0,1,0,5,0.1666666666666666,351.49999999999994,0.8333333333333333,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
46,20.2,845.6,242.4,1,0.9100301334481276,0,3,1,1,0,0,0,18.382608695652173,0,3.8333333333333335,20.2,0,0,0,0,0,1,1,0,0,0,3.8333333333333335,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24m+,0,Low
24,66.3,1559.45,397.7999999999999,6,0.9800465057818,1,2,0,0,0,3,0,64.97708333333334,1,2.0,11.05,0,0,1,1,0,0,1,0,0,0,4.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,12-24m,0,Medium
11,54.55,601.25,327.29999999999995,4,1.001999833347221,0,1,0,0,0,2,0,54.65909090909091,1,0.9166666666666666,13.6375,0,0,1,0,1,0,1,0,0,0,1.8333333333333333,0.0,0.0,Male,1,No,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,6-12m,0,Low
9,69.05,651.5,414.2999999999999,2,1.048354654437203,1,1,0,0,0,0,0,72.38888888888889,1,0.75,34.525,1,0,0,0,1,0,0,0,0,0,1.5,0.0,0.0,Female,0,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,6-12m,0,Medium
4,25.25,101.9,151.5,2,1.008910891089109,0,0,0,0,0,0,0,25.475,1,0.3333333333333333,12.625,0,0,0,1,0,0,0,1,0,2,0.6666666666666666,49.599999999999994,0.3273927392739273,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-6m,0,Low
2,20.35,35.1,122.1,1,0.8624078624078624,0,0,1,0,0,0,0,17.55,1,0.1666666666666666,20.35,0,0,0,0,0,0,0,1,0,4,0.3333333333333333,87.0,0.7125307125307124,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0-6m,0,Low
19,75.9,1375.6,455.4,7,0.9538866930171276,0,2,0,0,1,3,0,72.39999999999999,1,1.5833333333333333,10.842857142857143,0,1,1,1,0,0,1,0,1,0,3.1666666666666665,0.0,0.0,Female,0,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,12-24m,0,Medium
18,20.05,345.9,240.6,1,0.9584372402327512,0,2,1,1,0,0,0,19.216666666666665,0,1.5,20.05,0,0,0,0,0,0,1,0,0,0,1.5,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),12-24m,0,Low
69,93.3,6398.05,2239.2,6,0.9938409680475948,0,3,1,1,1,2,0,92.72536231884058,0,5.75,15.55,1,1,1,1,0,1,1,0,1,0,2.875,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
70,44.05,3011.65,528.5999999999999,4,0.9766985568347656,1,3,1,1,1,2,0,43.02357142857143,0,5.833333333333333,11.0125,0,1,1,0,0,1,0,0,0,0,5.0,0.0,0.0,Male,1,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),24m+,0,High
1,75.35,75.35,452.1,3,1.0,1,0,0,0,0,1,0,75.35,1,0.0833333333333333,25.116666666666664,1,0,1,0,1,0,1,1,1,5,0.1666666666666666,376.75,0.8333333333333334,Male,0,No,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
13,19.55,265.3,469.2000000000001,1,1.0438717292937243,0,2,0,1,0,0,0,20.407692307692308,0,1.0833333333333333,19.55,0,0,0,0,0,0,1,0,0,11,0.5416666666666666,203.90000000000003,0.4345694799658994,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,12-24m,0,Medium
4,20.15,68.45,120.9,1,0.8492555831265509,0,0,1,0,0,0,0,17.1125,1,0.3333333333333333,20.15,0,0,0,0,0,1,0,1,0,2,0.6666666666666666,52.44999999999999,0.433829611248966,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0-6m,0,Low
1,35.0,35.0,210.0,2,1.0,1,0,0,0,1,0,0,35.0,1,0.0833333333333333,17.5,0,1,0,0,1,0,1,1,0,5,0.1666666666666666,175.0,0.8333333333333334,Female,0,Yes,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0-6m,0,Low
3,54.7,169.45,328.20000000000005,3,1.0326020719073734,1,0,1,0,1,0,0,56.48333333333333,1,0.25,18.233333333333334,0,1,0,0,0,1,1,1,0,3,0.5,158.75000000000006,0.4836989640463133,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0-6m,1,Low
62,20.05,1201.65,481.2000000000001,1,0.9666559407931784,0,3,1,1,0,0,0,19.381451612903227,0,5.166666666666667,20.05,0,0,0,0,0,1,0,0,0,0,2.5833333333333335,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0,Medium
13,20.3,275.4,121.8,1,1.0435771125426296,0,2,0,0,0,0,0,21.184615384615384,1,1.0833333333333333,20.3,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,0.0,0.0,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12-24m,0,Low
66,80.45,5224.35,482.7000000000001,4,0.983925645516696,1,3,1,0,0,1,1,79.15681818181818,1,5.5,20.1125,1,0,1,1,0,1,0,0,1,0,5.0,0.0,0.0,Female,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24m+,1,Medium
4,19.65,67.55,117.9,1,0.8594147582697201,0,0,0,0,0,0,0,16.8875,1,0.3333333333333333,19.65,0,0,0,0,0,0,0,1,0,2,0.6666666666666666,50.349999999999994,0.4270568278201865,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-6m,0,Low
9,79.55,718.55,477.2999999999999,3,1.0036315385152594,1,1,0,0,1,0,1,79.83888888888889,1,0.75,26.516666666666666,1,1,0,0,1,0,0,0,1,0,1.5,0.0,0.0,Male,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6-12m,0,Medium
69,79.2,5420.65,1900.8,4,0.991921021812326,1,3,1,1,0,1,0,78.56014492753623,0,5.75,19.8,1,0,1,1,0,1,1,0,1,0,2.875,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),24m+,0,Premium
29,25.15,702.0,150.89999999999998,2,0.9625008569274012,0,3,0,0,0,0,0,24.20689655172414,1,2.4166666666666665,12.575,0,0,0,1,1,0,0,0,0,0,4.833333333333333,0.0,0.0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24m+,0,Low
31,104.2,3243.45,625.2,7,1.0041019131942293,0,3,0,0,2,2,0,104.62741935483872,1,2.5833333333333335,14.885714285714286,1,1,1,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
10,95.35,898.35,572.0999999999999,5,0.9421604614577872,1,1,0,0,2,0,1,89.83500000000001,1,0.8333333333333334,19.07,1,1,0,1,1,0,0,0,1,0,1.6666666666666667,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,6-12m,1,High
6,44.75,270.95,268.5,2,1.0091247672253258,1,0,0,0,0,0,0,45.15833333333333,1,0.5,22.375,0,0,0,0,1,0,0,1,0,0,1.0,0.0,0.0,Male,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-6m,1,Low
37,101.9,3545.35,611.4000000000001,7,0.9403363127602578,1,3,1,0,2,2,0,95.82027027027029,1,3.0833333333333335,14.55714285714286,1,1,1,1,0,1,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,1,High
15,75.1,1151.55,450.6,3,1.0222370173102528,1,2,0,0,0,1,0,76.77,1,1.25,25.03333333333333,1,0,1,0,0,0,1,0,1,0,2.5,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,12-24m,0,Medium
22,54.45,1127.35,326.70000000000005,4,0.9411052675515484,1,2,0,0,0,1,0,51.24318181818182,1,1.8333333333333333,13.6125,0,0,1,1,1,0,0,0,0,0,3.6666666666666665,0.0,0.0,Male,0,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1,Low
28,70.4,1992.2,844.8000000000001,2,1.010653409090909,1,3,1,1,0,0,0,71.15,0,2.3333333333333335,35.2,1,0,0,0,0,1,1,0,1,0,2.3333333333333335,0.0,0.0,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24m+,0,High
4,35.0,135.75,210.0,3,0.9696428571428573,1,0,0,0,0,2,0,33.9375,1,0.3333333333333333,11.666666666666666,0,0,1,0,0,0,0,1,0,2,0.6666666666666666,74.25,0.3535714285714286,Female,0,No,No,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,0-6m,0,Low
49,100.85,4847.35,605.0999999999999,6,0.980917304948752,1,3,0,0,2,1,0,98.92551020408165,1,4.083333333333333,16.808333333333334,1,1,1,1,0,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,24m+,0,High
71,71.0,5012.1,852.0,6,0.994267010513787,0,3,1,1,1,3,0,70.59295774647887,0,5.916666666666667,11.833333333333334,0,1,1,0,0,1,1,0,1,0,5.0,0.0,0.0,Male,1,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),24m+,0,Premium
30,85.45,2509.95,512.7,4,0.9791105909888824,1,3,0,0,1,0,0,83.66499999999999,1,2.5,21.3625,1,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,24m+,0,High
4,85.65,338.9,513.9000000000001,4,0.9892002335084644,1,0,0,0,1,0,0,84.725,1,0.3333333333333333,21.4125,1,1,0,1,1,0,0,1,1,2,0.6666666666666666,175.0000000000001,0.3405331776610237,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-6m,1,High
11,20.0,211.95,240.0,1,0.9634090909090908,0,1,0,1,0,0,0,19.268181818181816,0,0.9166666666666666,20.0,0,0,0,0,0,0,0,0,0,1,0.9166666666666666,28.05000000000001,0.116875,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,6-12m,0,Low
8,19.2,161.95,230.4,1,1.0543619791666667,0,1,0,1,0,0,0,20.24375,0,0.6666666666666666,19.2,0,0,0,0,0,0,0,0,0,4,0.6666666666666666,68.44999999999999,0.2970920138888889,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,6-12m,0,Low
39,81.5,3107.3,489.0,4,0.9775994966179016,0,3,1,0,0,2,0,79.67435897435898,1,3.25,20.375,1,0,1,0,0,1,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),24m+,0,Medium
56,104.55,5794.65,1254.6,7,0.9897263783562203,1,3,1,1,2,2,1,103.47589285714284,0,4.666666666666667,14.935714285714283,1,1,1,1,0,1,1,0,1,0,4.666666666666667,0.0,0.0,Male,1,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),24m+,1,Premium
17,44.6,681.4,535.2,2,0.8987074650487997,1,2,0,1,0,0,0,40.08235294117647,0,1.4166666666666667,22.3,0,0,0,0,0,0,1,0,0,0,1.4166666666666667,0.0,0.0,Male,0,No,Yes,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,12-24m,0,High
45,115.65,5125.5,693.9000000000001,9,0.9848681366191094,0,3,0,0,2,4,0,113.9,1,3.75,12.85,1,1,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,0,High
3,94.9,273.2,569.4000000000001,5,0.9596066034422196,1,0,0,0,2,0,0,91.06666666666666,1,0.25,18.98,1,1,0,1,1,0,1,1,1,3,0.5,296.2000000000001,0.5201966982788901,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-6m,0,High
54,63.35,3409.1,1520.4,5,0.9965506153351456,1,3,1,1,1,1,0,63.13148148148148,0,4.5,12.67,0,1,1,1,0,0,1,0,0,0,2.25,0.0,0.0,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
52,85.35,4338.6,512.0999999999999,4,0.9775584696498582,1,3,0,0,1,1,0,83.4346153846154,1,4.333333333333333,21.3375,1,1,1,0,1,0,0,0,1,0,5.0,0.0,0.0,Male,0,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
37,20.3,755.4,243.6,1,1.0057249367594194,0,3,1,1,0,0,0,20.416216216216217,0,3.0833333333333335,20.3,0,0,0,0,0,0,1,0,0,0,3.0833333333333335,0.0,0.0,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24m+,0,Low
7,85.2,602.55,511.2000000000001,4,1.0103118712273642,1,1,0,0,1,0,0,86.07857142857142,1,0.5833333333333334,21.3,1,1,0,1,0,0,0,0,1,0,1.1666666666666667,0.0,0.0,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,6-12m,1,High
72,84.7,5893.9,2032.8,8,0.9664666141938868,0,3,1,1,2,3,0,81.85972222222222,0,6.0,10.5875,0,1,1,1,0,0,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),24m+,0,Premium
62,81.45,4983.05,977.4,4,0.9867621141012692,1,3,1,1,0,2,0,80.37177419354839,0,5.166666666666667,20.3625,1,0,1,0,0,1,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),24m+,0,Premium
1,74.4,74.4,446.4,3,1.0,1,0,0,0,0,0,1,74.4,1,0.0833333333333333,24.8,1,0,0,1,1,0,1,1,1,5,0.1666666666666666,372.0,0.8333333333333333,Male,1,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,1,Medium
12,80.45,950.2,482.7000000000001,3,0.9842552309923348,1,1,0,0,1,0,1,79.18333333333334,1,1.0,26.816666666666663,1,1,0,0,1,0,1,0,1,0,2.0,0.0,0.0,Male,1,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,6-12m,1,Medium
38,110.7,4428.6,1328.4,8,1.0527742119526458,0,3,0,1,2,3,0,116.54210526315792,0,3.1666666666666665,13.8375,1,1,1,1,1,0,1,0,1,0,3.1666666666666665,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24m+,0,Premium
5,105.3,550.6,631.8,7,1.0457739791073124,1,0,0,0,2,2,0,110.12,1,0.4166666666666667,15.042857142857144,1,1,1,1,1,0,0,1,1,1,0.8333333333333334,81.19999999999993,0.1285216840772395,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0-6m,0,High
2,53.85,108.15,323.1,4,1.004178272980501,1,0,0,0,0,2,0,54.075,1,0.1666666666666666,13.4625,0,0,1,0,0,0,0,1,0,4,0.3333333333333333,214.95,0.6652739090064995,Male,0,No,No,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0-6m,1,Low
13,20.4,261.3,489.6,1,0.9852941176470588,0,2,0,1,0,0,0,20.1,0,1.0833333333333333,20.4,0,0,0,0,0,0,0,0,0,11,0.5416666666666666,228.29999999999995,0.4662990196078431,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,12-24m,0,Medium
52,50.95,2610.65,611.4000000000001,3,0.9853740469540272,1,3,1,1,0,1,0,50.204807692307696,0,4.333333333333333,16.983333333333334,0,0,1,0,0,1,1,0,0,0,4.333333333333333,0.0,0.0,Female,0,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),24m+,0,High
49,95.6,4783.5,573.5999999999999,5,1.021155324054308,1,3,0,0,2,0,0,97.62244897959184,1,4.083333333333333,19.119999999999997,1,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
15,30.2,469.65,181.2,2,1.0367549668874172,1,2,1,0,0,1,0,31.31,1,1.25,15.1,0,0,1,0,0,1,1,0,0,0,2.5,0.0,0.0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),12-24m,0,Low
71,59.7,4122.65,1432.8000000000002,6,0.972621322575318,0,3,1,1,2,3,0,58.06549295774647,0,5.916666666666667,9.95,0,1,1,0,0,0,1,0,0,0,2.9583333333333335,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),24m+,0,Premium
51,60.5,3145.15,726.0,5,1.019332361043591,0,3,1,1,0,3,0,61.66960784313726,0,4.25,12.1,0,0,1,0,0,1,1,0,0,0,4.25,0.0,0.0,Female,0,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),24m+,0,High
15,80.2,1217.25,481.2000000000001,4,1.0118453865336658,1,2,0,0,0,1,1,81.15,1,1.25,20.05,1,0,1,1,1,0,0,0,1,0,2.5,0.0,0.0,Male,1,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,1,Medium
69,73.7,4885.85,884.4000000000001,7,0.9607791084105166,0,3,1,1,1,3,0,70.80942028985508,0,5.75,10.528571428571428,0,1,1,1,0,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),24m+,0,Premium
7,34.65,246.6,207.9,3,1.0166975881261595,0,1,0,0,0,2,0,35.22857142857143,1,0.5833333333333334,11.55,0,0,1,0,0,0,1,0,0,0,1.1666666666666667,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,6-12m,0,Low
72,103.95,7556.9,2494.8,8,1.0096868152423706,0,3,1,1,1,4,0,104.95694444444445,0,6.0,12.99375,1,1,1,1,0,1,1,0,1,0,3.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),24m+,0,Premium
13,19.85,252.0,119.1,1,0.9765549312148808,0,2,0,0,0,0,0,19.384615384615383,1,1.0833333333333333,19.85,0,0,0,0,0,0,1,0,0,0,2.1666666666666665,0.0,0.0,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,12-24m,0,Low
34,97.65,3207.55,585.9000000000001,5,0.9661004186620884,1,3,0,0,2,0,0,94.33970588235294,1,2.8333333333333335,19.53,1,1,0,1,1,0,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24m+,1,High
26,19.8,457.3,237.6,1,0.8883061383061382,0,3,1,1,0,0,0,17.588461538461537,0,2.1666666666666665,19.8,0,0,0,0,0,0,0,0,0,0,2.1666666666666665,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0,Low
72,65.25,4478.85,1566.0,7,0.953352490421456,0,3,1,1,2,4,0,62.20625,0,6.0,9.321428571428571,0,1,1,0,0,1,1,0,0,0,3.0,0.0,0.0,Male,0,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),24m+,0,Premium
59,83.25,4949.1,499.5,5,1.0076042143838757,1,3,0,0,0,2,0,83.88305084745764,1,4.916666666666667,16.65,1,0,1,1,1,0,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,24m+,0,Medium
43,92.55,4039.0,555.3,5,1.0149133717789252,1,3,1,0,1,1,0,93.93023255813954,1,3.5833333333333335,18.51,1,1,1,1,0,1,1,0,1,0,5.0,0.0,0.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24m+,0,High
29,100.55,2830.45,1206.6,7,0.9706785095766388,0,3,1,1,1,3,0,97.60172413793104,0,2.4166666666666665,14.364285714285714,1,1,1,1,0,0,1,0,1,0,2.4166666666666665,0.0,0.0,Male,0,No,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),24m+,0,Premium
55,79.4,4238.45,476.4,4,0.9705633157774216,0,3,0,0,0,2,0,77.06272727272727,1,4.583333333333333,19.85,1,0,1,0,1,0,1,0,1,0,5.0,0.0,0.0,Male,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,24m+,0,Medium
32,20.35,707.5,244.2,1,1.086455773955774,0,3,1,1,0,0,0,22.109375,0,2.6666666666666665,20.35,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,0.0,0.0,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24m+,0,Low
20,44.35,927.15,266.1,2,1.0452649379932355,1,2,0,0,0,0,0,46.3575,1,1.6666666666666667,22.175,0,0,0,0,1,0,0,0,0,0,3.3333333333333335,0.0,0.0,Female,0,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,12-24m,0,Low
64,100.05,6254.2,1200.6,6,0.9767303848075962,1,3,1,1,2,1,0,97.721875,0,5.333333333333333,16.675,1,1,1,1,0,1,0,0,1,0,5.0,0.0,0.0,Female,0,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,1,Premium
47,95.2,4563.0,1142.4,5,1.019801537636331,1,3,1,1,2,0,0,97.08510638297872,0,3.9166666666666665,19.04,1,1,0,1,0,1,1,0,1,0,3.9166666666666665,0.0,0.0,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),24m+,0,Premium
66,25.15,1683.6,603.5999999999999,2,1.0142779685523224,0,3,1,1,0,0,0,25.509090909090908,0,5.5,12.575,0,0,0,1,0,1,0,0,0,0,2.75,0.0,0.0,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24m+,0,High
40,64.1,2460.35,384.6,5,0.9595748829953198,0,3,1,0,1,2,0,61.50875,1,3.3333333333333335,12.82,0,1,1,0,0,1,1,0,0,0,5.0,0.0,0.0,Female,0,No,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),24m+,0,Medium
1,50.1,50.1,300.6,3,1.0,1,0,0,0,0,0,0,50.1,1,0.0833333333333333,16.7,0,0,0,1,1,0,0,1,0,5,0.1666666666666666,250.50000000000003,0.8333333333333334,Female,0,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-6m,0,Low
64,54.6,3423.5,1310.4,5,0.9797103937728936,0,3,0,1,2,2,0,53.4921875,0,5.333333333333333,10.92,0,1,1,0,1,0,1,0,0,0,2.6666666666666665,0.0,0.0,Female,0,Yes,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,24m+,0,Premium
20,107.05,2172.05,642.3,7,1.0145025688930407,0,2,0,0,2,2,1,108.6025,1,1.6666666666666667,15.292857142857144,1,1,1,1,1,0,1,0,1,0,3.3333333333333335,0.0,0.0,Male,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,12-24m,0,High
